age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
20,23936,2,15,7
40,89952,7,14,5
47,22009,5,26,8
59,24705,8,2,1
62,26288,6,25,7
31,72004,3,9,9
40,39453,2,13,10
34,64692,9,3,5
53,118027,1,10,6
52,90809,2,14,7
63,113360,5,7,2
54,57812,1,6,9
39,61885,1,30,9
24,76557,7,7,7
29,79890,8,20,5
23,114553,4,23,6
33,71583,4,15,1
62,46853,6,27,6
44,79273,6,3,2
18,73367,2,19,1
37,46675,8,4,3
52,51974,2,19,6
50,38224,2,17,9
55,65171,7,16,10
48,78454,1,16,10
61,86740,10,7,10
28,74152,3,30,2
50,52408,6,4,1
18,116292,8,30,4
34,20628,1,11,1
35,119150,2,11,10
44,51966,6,12,9
53,16987,7,16,8
39,36112,3,16,1
60,68164,8,4,9
46,58614,2,9,10
53,69731,7,23,7
32,23161,5,26,7
51,84189,8,3,8
64,87843,2,11,10
61,65216,6,7,4
52,91270,2,25,10
25,80824,2,6,1
53,90894,7,28,7
18,68989,7,14,7
54,86972,7,13,1
19,19346,3,26,3
37,108716,2,3,7
54,113757,7,5,8
59,105265,3,28,2
62,113790,7,18,8
48,116452,3,20,1
54,59550,4,10,1
20,114384,8,9,2
65,18914,5,27,3
49,48798,6,29,8
28,106543,8,21,2
24,81535,5,1,5
26,118140,9,21,5
62,54299,1,9,9
52,61482,8,19,2
36,95577,1,14,10
60,23870,7,24,9
48,97231,1,22,2
45,30274,9,13,7
34,63795,8,16,10
62,58426,3,29,4
51,62740,7,25,4
40,82849,8,16,4
62,93677,5,11,2
57,41675,7,21,7
42,100014,6,8,10
53,45228,6,15,4
21,75412,6,1,9
41,65710,3,17,4
53,23395,4,24,3
37,53489,2,9,8
55,116494,6,24,2
65,79562,9,15,9
40,47198,10,20,5
33,25449,7,1,5
40,26412,6,4,4
50,116498,1,4,7
48,117157,10,18,5
64,50324,9,22,8
46,71163,8,22,2
58,54536,2,21,10
26,109314,9,13,1
37,114832,3,12,3
60,92665,7,28,7
35,36167,9,6,7
50,102204,8,22,3
45,103853,2,10,4
59,69428,1,15,4
65,111515,5,9,6
30,68194,8,3,5
51,113348,6,20,9
44,17576,5,14,1
49,59249,3,12,9
54,73787,7,2,3
29,38645,10,28,7
45,110054,3,30,9
40,20691,10,17,3
44,99411,4,5,5
24,45003,3,8,8
35,67415,8,7,3
48,74771,1,19,6
22,79402,9,24,1
22,115054,2,4,10
47,51607,4,21,6
27,66028,1,23,3
44,47730,1,30,5
51,89792,5,7,10
63,34467,9,16,5
58,33175,2,21,2
29,36380,8,16,2
28,52640,3,7,6
61,83921,7,30,2
33,116503,8,14,10
36,97406,9,29,10
48,28299,5,24,9
47,16976,4,5,1
22,61107,6,5,4
31,72634,3,3,1
54,109693,9,7,10
53,15187,1,24,5
41,22389,3,15,6
48,91210,10,14,8
37,112155,3,4,8
61,100660,3,5,5
28,29357,9,21,6
27,101381,5,16,10
63,71717,2,21,8
43,21105,5,16,3
32,108375,10,1,2
18,18087,4,17,3
65,103241,9,9,10
36,23234,1,10,2
48,103518,6,30,10
25,103272,6,6,5
20,40618,10,8,9
19,29120,1,25,10
59,44750,9,21,4
63,113673,10,6,6
26,40661,3,14,6
26,111532,2,21,6
45,92199,2,14,3
31,29955,4,6,8
37,74013,3,21,7
50,42750,4,22,2
30,57998,5,13,7
21,26557,3,24,3
42,82754,8,3,5
43,29724,3,21,1
59,74927,4,22,9
65,22358,2,12,9
56,17066,5,4,5
33,115024,5,22,4
39,75673,6,12,10
25,51275,8,23,4
27,92770,4,21,6
53,24909,7,26,2
49,112951,3,21,2
41,91784,5,22,8
40,68543,7,6,6
42,74839,6,30,3
49,63435,10,15,10
20,52344,1,2,9
42,77523,9,23,10
62,23210,10,3,4
55,94838,3,10,6
33,100680,6,20,5
60,68056,3,3,10
52,41155,6,11,10
19,68586,3,28,10
22,112751,2,19,10
26,114828,3,7,9
46,92790,7,27,6
20,78378,7,5,8
24,62895,7,30,8
46,82381,3,2,6
24,76783,9,4,6
62,44421,5,23,7
46,27874,10,6,10
29,94820,10,6,4
29,33518,3,4,8
56,45372,2,27,10
29,82025,5,6,8
47,88663,8,30,8
65,81661,1,9,8
31,64967,5,18,2
60,70606,3,12,5
60,92076,2,24,4
38,96310,2,21,1
18,30787,10,18,3
41,62047,6,25,5
34,53468,7,5,7
61,59264,5,28,1
44,65745,6,29,8
62,30925,10,15,9
34,34809,7,19,9
65,118775,2,1,9
65,75307,5,12,1
65,19663,7,11,4
41,39368,7,27,10
60,80331,3,12,9
26,43063,3,25,4
19,60674,7,11,4
35,31385,6,30,3
63,44819,2,27,5
28,66200,4,29,3
49,46141,10,24,9
25,97236,5,2,7
57,42615,9,11,9
53,86438,7,19,1
38,113566,7,3,10
23,47667,10,28,10
29,111622,10,28,2
26,57986,8,18,5
26,61845,10,27,6
35,41474,3,2,9
18,19739,5,25,7
60,39487,2,4,4
54,55170,1,8,9
34,70229,9,28,9
49,72175,3,25,4
39,110734,9,6,7
61,94276,4,24,10
63,62108,8,30,1
57,92366,6,11,7
51,53143,10,4,3
36,65572,10,22,8
23,103351,5,27,1
53,45746,9,22,1
20,25690,5,1,8
46,70566,9,19,9
44,18914,5,6,6
32,86361,3,28,4
50,62825,10,3,4
21,49862,9,29,6
57,59282,8,18,2
33,47188,2,28,2
36,36501,7,1,6
42,60432,9,17,3
56,41170,8,24,7
25,114744,10,26,1
37,109355,3,26,9
56,102791,9,15,5
30,88163,2,22,10
55,65986,7,22,10
26,83650,7,22,10
53,96209,5,25,8
43,39309,8,30,3
29,48596,6,12,8
65,81725,7,12,9
21,54322,7,20,9
30,85691,10,8,5
47,94114,8,18,3
59,86942,5,28,4
35,109020,3,23,2
64,90953,6,30,4
31,44195,2,20,9
56,79826,5,24,9
41,82996,3,7,4
61,42426,9,25,7
33,119617,1,15,8
62,21066,3,15,9
39,103952,10,10,1
37,24972,8,2,10
65,117759,4,28,9
60,70729,5,7,2
51,72950,4,3,2
52,52158,10,30,5
27,22744,5,12,2
60,43271,9,4,4
46,99730,3,30,9
29,82497,7,3,3
19,113134,8,18,5
54,72764,1,28,2
25,94345,8,6,6
54,95580,9,13,6
33,79286,4,7,1
45,62934,1,1,8
26,88462,5,19,7
53,69659,5,23,10
61,87251,2,29,7
64,93728,3,8,1
64,76795,1,13,7
36,99071,4,25,5
56,87292,10,26,7
41,56531,4,23,5
21,62747,1,16,8
37,32467,6,28,7
63,89206,2,24,3
63,83439,2,7,9
30,61340,6,30,3
26,46020,10,17,8
53,64370,7,20,3
33,64179,2,5,6
63,32063,3,18,5
35,44895,8,27,5
32,98675,6,6,3
40,100815,6,4,3
54,90790,4,20,8
28,23942,6,25,7
62,111380,8,11,7
42,103327,1,25,6
19,94323,9,22,10
33,76349,1,8,4
20,96289,3,18,10
23,118110,4,20,3
44,28662,7,20,8
53,68425,1,9,6
63,49013,1,11,2
65,42285,6,25,8
44,25540,7,27,7
36,36564,5,25,1
57,38261,4,8,5
41,47752,4,4,8
33,96869,8,16,4
18,47684,5,4,3
41,94826,8,18,6
44,19255,7,22,7
28,62548,5,8,8
65,89795,2,2,5
22,72186,9,27,8
21,25981,6,26,7
64,63540,3,4,8
20,108992,10,24,4
61,118729,9,9,10
51,43008,10,1,5
57,72526,10,4,9
23,89786,7,11,10
51,65393,4,6,2
30,109409,9,13,3
37,94858,3,14,7
37,33466,1,23,3
21,60453,1,24,10
55,72302,4,23,2
51,101172,1,25,5
44,76332,3,7,2
32,92720,6,23,7
62,79223,6,30,8
58,47503,9,24,1
53,113655,6,25,5
46,80676,1,28,1
36,30399,6,16,2
48,33320,3,30,3
63,98754,6,16,8
62,35319,10,13,5
24,74953,7,3,10
26,60310,10,5,3
61,88094,5,4,9
62,101225,9,21,10
20,15061,1,11,1
19,74927,7,12,10
35,88774,6,27,6
65,115122,2,13,3
58,87183,4,16,7
19,52481,5,1,5
42,86194,5,5,5
59,110994,1,6,8
53,85755,9,17,10
31,116044,5,11,1
28,62816,8,15,4
20,98547,6,15,3
59,71139,8,25,4
25,65747,10,18,8
25,53980,5,26,7
30,79027,9,18,1
49,70069,7,22,8
58,55639,9,18,3
27,56767,3,12,6
54,43347,8,3,1
58,28438,10,3,9
18,75559,6,11,6
49,72991,6,23,3
24,99980,9,27,5
35,100076,8,22,7
21,17307,3,28,10
24,59162,7,8,10
41,74644,2,7,6
39,114192,7,5,9
58,101326,6,16,1
50,98617,2,2,4
53,31704,10,5,4
61,70890,1,8,1
32,61869,2,28,9
53,54694,4,27,3
59,57375,4,27,3
55,45679,7,14,9
65,106806,10,13,1
35,69838,5,3,2
47,47349,8,30,4
38,86773,6,11,5
30,53930,6,15,9
52,32489,2,20,2
53,87720,1,2,6
42,77724,10,11,6
57,94214,10,18,8
53,89174,9,19,6
25,58072,4,9,1
61,71749,6,25,8
28,90496,5,16,4
18,81430,10,7,9
41,43714,7,5,4
48,48614,4,18,2
60,40735,4,1,8
47,37438,7,11,2
26,29636,9,14,6
25,39433,3,12,3
53,92454,4,4,10
50,114276,6,18,5
46,68046,6,7,4
60,24688,10,25,4
39,62592,5,5,10
49,19696,10,26,2
59,112242,7,8,7
23,82386,1,19,10
42,40019,2,4,3
43,37982,2,27,8
38,65775,8,3,9
47,81479,2,14,9
35,74432,1,5,8
60,80043,7,16,10
29,60273,6,5,4
55,70648,4,16,5
31,45077,3,27,1
18,86770,5,6,1
54,16681,9,7,10
34,92768,8,6,2
56,31848,2,16,9
51,46348,1,8,1
47,104694,10,5,4
57,46989,9,27,8
37,24541,1,15,9
54,18712,1,23,8
41,50979,1,21,5
64,16712,2,20,6
23,73982,6,15,3
60,25018,6,16,4
23,45616,5,20,9
32,74797,8,30,8
30,79007,5,25,9
34,49285,10,4,4
56,22578,7,25,9
53,16985,10,3,9
57,58697,7,24,5
50,66664,1,27,8
37,36491,7,13,4
26,73892,8,1,10
38,70555,7,2,7
36,20031,1,1,7
54,41848,10,30,5
35,101937,2,3,2
64,87217,2,25,2
65,18917,1,15,6
56,96283,9,13,1
20,33256,8,29,10
51,56372,3,2,1
57,43948,10,14,6
63,65761,10,29,4
27,18364,7,4,7
37,57546,1,5,6
52,19796,3,4,9
20,29958,7,2,1
18,102319,5,23,1
57,106471,1,14,4
39,84090,7,27,10
27,94700,3,15,8
34,29749,7,11,10
38,95837,9,21,4
22,76016,1,5,1
48,113217,3,23,1
53,49954,3,2,6
61,94604,5,25,6
32,21734,8,8,7
56,37923,6,27,4
58,86334,2,5,1
34,68325,5,4,4
50,26515,4,10,6
32,25841,3,17,6
30,62942,8,6,7
45,55222,4,23,3
54,26856,4,8,3
54,38941,7,19,3
19,30826,7,17,8
18,78358,10,22,1
46,51596,6,1,3
46,21764,7,15,4
25,60632,8,9,6
42,84011,8,8,4
65,117849,4,9,8
28,106559,1,25,9
56,23440,8,25,2
26,53782,5,5,10
52,24903,6,27,3
30,98970,1,24,9
42,106347,4,11,2
42,33961,5,19,3
18,109928,2,24,5
21,63492,8,12,10
62,29291,3,6,4
25,51392,3,30,1
64,23090,2,22,10
65,39275,10,2,6
58,25627,3,28,9
63,73703,1,6,5
55,103147,8,29,3
38,72448,10,10,9
63,38337,8,3,5
56,91400,7,14,7
52,16641,2,20,10
34,91299,6,26,4
59,71929,3,10,4
43,113176,10,3,1
57,90015,6,1,5
24,15483,4,19,6
57,34955,2,24,7
36,19977,1,13,1
60,69415,9,27,1
23,57938,9,6,2
48,58971,1,29,7
59,117417,2,7,7
22,91860,3,1,5
40,110321,5,12,8
45,60181,6,18,6
46,20011,5,5,3
54,92886,9,16,5
44,36724,8,23,1
33,91333,8,28,8
47,113012,3,22,4
63,119726,10,2,8
43,59976,7,13,6
45,100918,3,7,2
45,57629,9,17,10
26,118999,5,30,6
41,93873,5,14,2
49,62047,3,17,5
60,83972,5,7,10
43,37214,2,28,7
63,56566,7,23,10
56,81817,8,2,4
59,73876,8,29,4
21,77011,3,22,3
43,99373,7,14,4
41,61354,8,29,9
53,99272,9,8,9
28,36607,8,14,5
35,37382,8,4,8
26,46250,3,8,1
46,113076,7,2,1
34,80651,7,18,10
25,17146,7,21,5
33,28320,6,5,5
18,67272,2,11,6
51,46222,10,3,2
26,24624,9,6,7
44,89013,7,19,1
42,104904,10,22,1
31,112467,5,17,5
23,90810,1,14,9
32,97735,3,23,10
34,60085,9,19,2
62,106064,10,24,6
65,25052,5,18,10
45,42776,7,30,6
47,105969,9,8,2
41,104646,6,28,6
27,95376,8,5,9
36,75071,6,1,5
55,55708,2,23,2
36,110743,9,21,2
64,69315,3,25,7
43,101046,8,8,4
21,49077,7,16,1
50,25736,3,3,8
50,81800,6,17,4
45,101656,4,6,2
60,74446,5,24,4
47,26520,4,22,8
57,98092,9,8,3
53,76757,7,4,3
59,53265,9,26,8
25,38222,6,29,1
59,74004,6,18,1
32,101621,1,2,6
25,36299,3,13,5
62,85565,8,18,2
26,86997,7,13,9
36,41237,3,29,5
61,21419,8,18,6
41,47582,6,10,2
19,93773,5,23,4
38,117856,9,16,4
47,27307,8,21,7
27,31556,8,14,6
22,90164,3,24,1
61,40427,9,25,8
20,49512,8,2,6
25,77803,1,21,9
27,34750,5,11,1
25,40702,7,17,8
62,38297,7,20,5
46,108963,1,5,8
49,58359,4,17,8
24,114800,5,19,7
42,50640,6,3,1
37,63940,5,26,1
23,49408,1,24,8
56,21764,8,27,6
30,84162,5,19,5
51,74398,5,7,2
47,73010,1,1,4
50,94410,8,8,9
37,30994,3,29,2
55,69124,4,16,7
45,81329,2,27,6
29,34159,3,27,4
47,88585,4,13,9
51,47022,1,23,2
33,96008,8,16,3
20,89473,9,10,10
31,51566,4,3,7
24,118734,10,6,5
38,72703,7,11,4
18,80927,3,27,1
21,70929,10,17,10
41,72467,9,21,10
41,114746,8,8,3
57,61717,7,18,4
31,90708,3,16,7
36,118213,7,15,1
51,20698,10,19,2
34,56152,5,21,2
37,48019,1,19,9
39,66470,9,24,3
53,58489,8,8,2
23,63328,9,18,10
62,40800,8,12,9
32,54077,8,19,4
22,28475,1,1,4
34,36684,3,18,1
51,112674,3,17,9
36,118269,9,27,4
32,79630,7,26,5
41,21887,10,9,2
28,89774,2,19,10
18,41253,3,25,5
56,36879,2,28,4
58,25273,4,1,6
59,103131,2,25,10
30,47904,1,2,5
56,55776,10,18,2
23,111540,4,6,6
40,32078,6,21,9
44,110943,3,21,6
30,92080,1,2,1
39,102224,3,27,8
51,28985,3,26,7
23,104787,2,9,2
51,16947,7,29,9
57,78668,8,22,1
37,16423,5,13,9
56,78757,4,29,4
28,42844,8,29,7
52,35021,6,30,5
28,112525,3,18,5
24,74984,8,19,1
21,52314,9,28,1
37,39697,9,29,4
28,89587,3,7,6
28,53683,10,10,9
61,109001,2,11,1
59,48249,6,23,10
51,105695,3,8,6
19,77035,5,22,4
47,98415,8,16,10
64,20426,7,22,6
58,41013,5,13,10
45,18586,4,22,6
27,40097,2,27,8
19,88835,1,8,7
22,103077,1,28,1
53,27782,5,5,7
55,44214,1,6,4
43,110427,5,17,10
32,42666,2,23,9
39,25024,4,8,2
40,79532,3,4,3
64,84592,5,27,2
28,47844,8,17,4
23,96067,9,17,8
22,110900,5,9,2
57,57332,1,20,1
53,25898,4,8,6
30,90825,2,18,5
59,84183,8,4,1
26,19957,4,26,8
34,43706,3,17,7
49,85833,5,30,1
61,119670,1,23,6
30,17407,8,2,2
37,44229,5,10,1
56,66674,9,14,7
36,57955,7,8,9
45,41657,1,29,7
22,21268,10,30,10
51,41694,3,12,1
38,86022,7,11,9
22,43918,1,5,10
33,117395,6,27,3
29,74658,2,19,6
56,100702,1,16,6
42,66050,9,2,4
42,72114,7,9,7
30,117610,2,16,2
35,84094,5,19,1
61,42317,6,19,5
28,112886,8,13,7
64,56049,6,19,8
24,16974,4,25,7
34,51594,6,14,6
50,78602,5,10,10
34,47852,10,27,5
42,43551,9,18,4
50,97192,7,22,5
51,81001,6,4,5
50,25305,2,30,4
65,16837,8,18,7
23,55125,4,11,8
37,104862,3,23,8
59,106966,10,8,1
38,77709,5,7,3
57,51621,10,10,6
27,21293,10,4,2
61,119014,4,19,1
21,65937,10,28,1
39,71859,2,20,1
40,89058,4,28,2
50,17584,10,30,6
25,100161,4,13,5
41,43539,5,4,8
31,52623,2,2,4
21,65132,10,7,2
24,27673,8,3,7
37,63219,4,14,4
25,107768,2,18,3
41,90063,7,17,4
27,64758,5,3,3
65,52362,5,3,8
37,53924,5,5,8
29,83130,8,7,5
55,15356,5,30,7
54,44957,5,17,4
47,98929,6,5,1
34,71972,4,27,1
23,79245,4,29,5
62,37768,1,2,6
57,104387,4,7,3
20,114196,4,26,9
62,65830,1,25,8
59,42754,10,29,4
59,47433,3,29,9
28,21969,3,25,6
24,47031,8,7,4
21,77142,4,30,2
34,23749,5,14,9
43,18767,7,7,8
55,117275,4,15,8
51,44967,9,3,7
47,19693,5,28,5
61,78880,3,28,8
18,50520,6,29,9
40,112157,1,4,8
41,17739,3,21,6
32,91930,1,2,10
40,72852,10,29,1
19,74826,9,7,6
51,40866,1,19,3
38,91773,3,5,1
53,95949,1,8,4
54,15192,3,4,6
63,65997,10,22,9
37,70872,7,1,7
54,17097,10,17,9
65,26757,3,16,10
23,95925,5,4,3
22,51209,1,5,8
41,18983,3,1,4
57,85602,9,27,2
34,94244,1,17,7
27,98485,3,17,8
33,91738,7,20,3
33,50958,8,24,6
33,91209,1,9,1
63,22504,5,29,4
62,113923,3,7,3
35,86054,5,17,1
61,21021,6,30,1
53,105269,7,3,10
50,97339,6,13,6
62,98532,4,16,2
30,76535,8,5,1
56,55584,4,4,4
54,72353,9,3,2
47,108215,3,10,2
52,34756,2,23,8
30,19556,1,23,1
25,85974,9,29,5
41,61964,9,24,7
60,20306,10,14,10
22,101115,2,24,2
60,86692,5,11,8
27,119572,7,23,8
44,39245,6,14,7
60,20485,2,11,1
63,50605,2,29,8
43,66551,9,20,7
61,16020,5,1,4
54,110078,4,12,7
63,21648,1,18,1
59,19050,1,12,4
34,39895,6,3,7
34,117875,3,25,2
35,117534,1,8,4
29,106451,10,28,8
26,77714,7,28,10
61,19788,5,5,4
27,20895,10,12,4
47,117984,4,20,1
38,116049,4,19,7
42,57428,10,14,8
40,51393,10,27,7
63,81553,1,4,10
34,77127,9,2,9
59,56658,7,21,6
58,35557,1,19,1
61,53296,9,3,4
48,71356,7,2,8
37,50296,2,19,10
21,119880,3,3,10
64,57864,1,5,2
23,34054,6,7,8
37,116674,1,6,2
53,55289,2,8,10
27,48909,4,12,1
25,61198,10,13,7
27,55594,2,6,4
61,22577,2,26,9
46,29512,3,2,2
31,22473,2,30,7
59,116370,2,14,10
62,98473,7,17,9
54,56825,2,8,3
60,85244,5,19,8
25,73378,9,25,8
19,95632,6,8,5
63,104059,7,22,6
25,25163,4,10,5
50,19237,10,16,3
38,71037,10,24,3
41,97711,9,17,7
26,26794,8,9,3
31,47582,9,21,8
52,55898,6,22,6
37,90620,8,5,4
45,69319,10,15,7
40,59411,3,18,1
42,77509,5,16,5
50,87917,10,27,9
40,21351,2,13,5
24,115523,6,1,8
22,54140,9,2,8
25,58700,2,20,10
49,34463,10,21,5
28,77210,2,4,7
32,74108,8,10,5
47,40940,5,3,7
23,38164,2,11,1
61,51990,6,9,9
55,26264,6,26,8
46,17524,10,20,10
22,52728,10,9,8
62,112091,3,18,4
58,32082,3,19,4
22,80202,1,18,5
64,30546,7,4,8
24,35524,1,5,9
30,73111,10,11,6
19,87944,8,3,8
20,90878,2,24,7
22,92455,5,19,7
50,112198,4,27,1
53,54123,6,22,10
44,38801,2,20,7
42,116806,4,19,3
60,55717,1,11,3
41,24439,3,10,5
46,39041,4,20,3
35,118731,2,10,3
53,65869,4,29,10
32,23384,6,21,1
25,43818,7,26,3
24,94752,4,19,10
57,78224,3,1,3
33,32406,7,11,5
29,20139,4,15,9
32,19109,3,11,2
59,59996,9,14,4
34,64998,9,20,4
50,116660,3,11,7
32,55260,9,28,5
60,64731,3,20,8
30,45658,9,30,10
34,67842,7,24,7
43,88905,5,3,2
41,106121,1,4,10
43,64930,3,5,5
44,35696,3,11,2
23,25675,6,5,7
30,28323,3,4,8
47,30771,6,9,1
60,54992,1,8,8
46,19765,6,30,5
60,62843,8,23,9
62,52526,4,25,3
37,78345,3,15,2
33,22196,7,19,10
25,17380,7,3,7
61,48340,8,9,1
48,118142,4,10,5
33,36950,9,30,6
54,26897,10,10,5
42,68118,7,7,10
37,53790,9,24,10
29,95338,2,29,9
25,98916,2,17,10
38,99252,3,16,7
26,97269,10,27,6
55,94267,10,14,7
64,114135,1,9,3
37,60433,4,23,6
28,87420,9,5,6
34,110526,4,30,2
54,88854,1,29,1
40,74761,7,15,5
37,56027,10,2,6
29,23609,4,25,4
32,104922,10,4,2
29,50070,5,18,6
39,108996,1,20,2
32,44093,8,26,10
41,92063,2,16,6
60,34265,7,1,7
20,55135,7,17,4
28,81629,8,23,3
47,77019,3,3,5
41,24478,4,29,6
57,93817,10,5,10
45,41633,2,16,2
34,43738,1,24,5
37,62677,5,16,8
52,49549,7,9,6
43,80405,6,6,7
42,96208,7,15,4
61,91956,2,21,4
50,63635,3,16,10
43,26046,3,28,10
65,50947,1,11,5
32,80392,1,9,9
23,82568,2,24,7
48,65363,3,18,9
50,111570,4,15,1
29,17861,3,6,4
62,93158,6,1,4
23,109759,3,8,5
23,115330,2,27,9
50,20748,9,17,6
50,67502,10,20,6
63,31231,1,8,4
50,42202,1,21,2
39,92921,7,26,4
63,40632,2,12,1
31,102541,6,25,6
23,116913,10,21,5
46,33060,9,30,1
47,80148,8,23,2
28,37845,8,11,1
19,44236,2,23,7
30,68564,10,25,7
49,55048,5,28,8
36,66741,2,29,3
53,97997,7,13,5
26,117412,6,28,4
46,44155,6,3,1
43,29691,6,22,3
45,27297,1,26,3
39,76695,8,26,1
28,41340,10,19,4
23,39880,4,9,5
42,70571,5,8,1
36,71206,4,26,6
31,87667,3,28,3
43,61545,3,18,5
47,54819,5,19,4
63,73058,1,7,8
36,111438,7,16,4
38,44104,8,7,3
37,30179,10,6,5
23,88583,8,21,8
58,42570,1,6,2
41,70224,3,12,9
29,68637,4,27,3
56,27633,2,19,4
54,100923,1,20,6
60,114845,10,15,1
65,18383,9,12,1
50,112267,2,3,1
57,80340,10,24,5
25,45025,4,1,6
43,67519,4,4,8
27,106121,2,27,8
26,29301,3,14,4
49,72489,5,13,1
28,64559,4,14,2
43,110460,6,13,9
35,30425,10,26,10
50,117987,5,4,6
34,114215,4,1,3
58,59186,2,18,8
21,112487,10,18,6
31,38600,7,11,7
59,22213,6,11,4
52,65664,4,17,6
25,21601,10,25,1
61,66135,10,16,8
61,114869,7,28,2
63,94856,5,6,7
65,63035,10,17,8
47,47039,8,4,2
55,81783,9,25,9
52,66369,8,10,4
39,79403,8,27,9
45,71029,4,19,5
18,30133,1,23,1
39,15416,10,27,9
20,73349,6,10,5
64,104599,7,8,4
60,68620,6,18,7
51,34492,3,19,1
65,67432,3,23,7
57,61207,4,3,1
38,81931,7,3,7
64,100618,1,5,4
38,43450,1,22,10
56,84690,5,28,4
33,88175,9,26,1
40,49943,9,9,5
35,49929,6,11,8
21,28157,1,9,7
22,101650,10,29,10
21,87521,9,26,6
45,57421,10,27,7
28,107816,10,21,7
58,28746,9,17,4
57,30757,2,28,3
45,45097,1,25,9
54,119207,3,22,9
56,59975,1,22,1
62,65180,2,7,2
63,63702,4,22,5
60,24264,7,25,7
27,20002,6,13,4
23,54883,6,12,2
41,118760,1,19,10
32,34543,1,12,4
64,107828,9,2,8
50,119598,1,9,8
37,115256,2,28,1
31,22861,1,8,9
23,29252,4,30,5
19,16039,8,15,10
63,87626,4,7,10
24,119287,4,16,3
51,96419,6,24,10
45,36690,3,18,3
21,62758,9,17,8
60,22744,7,13,10
34,41277,1,29,1
29,109545,3,28,5
65,76448,10,5,3
54,113323,5,18,2
65,56413,1,7,5
47,66241,10,22,7
53,115151,1,1,10
64,108354,4,15,7
33,37560,1,20,8
58,38394,7,21,2
26,25334,9,16,7
56,114874,1,16,9
51,42578,7,9,9
34,72119,6,30,4
32,97595,6,25,6
36,91171,8,2,10
50,38141,8,2,3
27,57685,3,28,3
40,27526,3,12,10
65,33928,9,14,8
21,71102,6,16,9
55,98759,6,9,1
55,57432,3,20,3
39,76091,8,16,1
24,91442,3,14,8
33,112894,4,11,6
60,104811,5,17,4
52,48978,3,23,3
62,96625,6,13,6
21,119451,4,21,1
24,29923,4,1,2
39,68390,1,28,1
38,102560,7,1,5
52,43462,8,9,2
53,104123,6,3,8
24,98319,2,30,7
44,46242,7,8,1
41,63209,6,15,3
54,25250,3,3,8
40,84185,10,26,3
55,115031,8,18,9
32,90765,6,6,4
39,47760,8,6,6
46,47647,10,21,3
48,81354,8,28,7
32,74298,8,20,10
53,52653,4,3,5
60,36919,8,19,9
37,40782,9,17,10
20,113309,4,9,2
19,21794,1,7,2
50,110108,10,7,2
22,48137,2,29,4
30,71833,1,12,2
45,76050,9,14,3
39,118588,1,2,7
37,95407,2,13,1
50,79144,3,30,9
26,67178,1,24,8
64,26113,1,26,10
32,70116,10,1,6
26,56957,5,8,2
50,58141,5,25,7
29,30347,4,6,1
33,19320,7,27,5
63,112344,3,17,9
24,78237,6,13,10
23,47664,9,5,8
38,63080,6,9,6
49,60391,7,30,5
31,17421,8,14,8
23,15976,10,18,6
42,34216,5,26,7
35,114832,8,30,5
49,84236,5,10,2
18,54651,9,24,3
57,117124,7,2,2
25,72103,5,16,10
18,30655,5,9,9
27,22136,2,2,10
52,118720,7,24,3
45,88385,1,3,5
31,107184,2,17,2
59,24243,3,5,9
31,103848,1,3,9
52,21881,7,21,4
62,57475,4,11,8
46,50833,9,21,6
47,61157,4,30,1
44,90815,6,7,9
64,39007,3,13,9
53,100661,2,3,4
27,58189,6,3,6
37,86190,8,15,8
24,21303,7,4,9
49,35253,9,7,4
41,30019,8,19,8
54,50718,10,9,6
21,50728,8,7,9
25,88789,5,22,10
47,33676,3,28,4
52,99495,6,17,3
22,95108,2,5,5
29,109589,9,6,4
63,91873,7,20,7
56,116530,9,14,4
44,69365,4,17,4
58,46446,3,8,7
47,115735,5,28,5
25,59375,4,15,6
32,50768,6,18,9
65,87005,3,13,10
18,37888,1,18,6
43,73598,4,29,8
59,91796,8,2,10
54,38463,5,27,4
54,57365,4,26,8
48,70102,5,20,10
39,107940,2,22,10
38,42183,4,27,10
19,94878,9,1,7
33,101718,9,27,9
22,32660,5,23,7
19,41656,3,28,4
61,78332,9,8,6
23,35087,5,9,7
59,76356,2,8,4
20,42504,5,13,7
55,51381,1,30,4
65,75215,4,4,3
27,41771,6,25,10
49,98381,2,6,9
64,108507,8,2,2
25,109300,3,11,8
64,101517,10,6,9
29,101599,3,5,4
38,43389,6,4,8
45,65939,6,3,10
36,116718,10,20,6
47,18452,7,18,9
44,39301,1,16,6
26,79159,2,14,5
57,59398,5,27,5
65,82102,1,22,8
22,28880,3,18,5
43,101407,5,17,2
46,47334,8,16,7
54,109160,10,15,1
24,97402,6,11,7
24,118349,2,10,5
61,61285,6,17,2
63,45261,10,5,8
23,75658,3,4,3
55,47763,1,28,9
26,87697,9,14,10
63,116561,2,20,6
61,110351,10,9,4
61,68925,5,14,5
42,21538,1,17,6
24,73606,2,4,9
51,86617,3,18,4
34,53930,10,12,9
26,98609,7,7,4
23,116999,3,22,2
44,97995,5,4,3
42,73718,4,7,4
25,84965,2,8,3
50,15955,5,22,4
58,39787,7,1,9
50,45413,9,19,1
46,91229,2,20,9
58,98512,1,13,7
52,117579,4,14,6
64,19840,3,21,8
57,85147,3,23,3
31,52242,6,21,8
59,32991,10,7,4
26,21856,6,23,10
50,21114,9,13,8
28,63446,8,14,8
